uuid,distance_meters,distance_threshold,suggested_address,discrepancy_flags,default_streetview_url,search_streetview_url,ai_status,ai_best_view,ai_confidence,ai_notes,source
4d60d099-8b57-40bc-8686-73d36de751bb,17.29703049598917,200.0,,street '40 5th Ave' vs '2 West 11th Street',"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.734151910550224,-73.99542895818139",,streetview_default_error:Street View metadata status REQUEST_DENIED,,,,missingstreetview
cc39d150-e48d-47b2-a316-614847e9c8ad,6.077846890204534,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.827646,-73.937192",,streetview_default_error:Street View metadata status REQUEST_DENIED,,,,missingstreetview
b41ce36f-81ca-4710-aec7-da6df8222251,3.288394709259496,200.0,,"street '269 W 35th St, 7th, 10th, and 11th Floors' vs '269 West 35th Street'","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.75289595172927,-73.99251769359684",,streetview_default_error:Street View metadata status REQUEST_DENIED,,,,missingstreetview
e68347fc-c7de-43a1-ad1c-378ab1d96f85,11.281843872666174,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.85978416,-73.92315035471958",,streetview_default_error:Street View metadata status REQUEST_DENIED,,,,missingstreetview
efa2eeba-bffe-4e51-afc4-8674ca5b2e1d,18.5325693608602,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.82186246,-73.92043180091076",,streetview_default_error:Street View metadata status REQUEST_DENIED,,,,missingstreetview
9883fd96-487a-4ffe-bc57-85728ff4a579,63.980328612301484,200.0,,street '29A Bay Ridge Ave' vs '6816 Owls Head Court',"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.63913330279557,-74.03506140343467",,streetview_default_error:Street View metadata status REQUEST_DENIED,,,,missingstreetview
e4ada515-6679-4059-b41b-6c1ba9869204,15.075482674775195,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.6146329795706,-74.07239041817257",,streetview_default_error:Street View metadata status REQUEST_DENIED,,,,missingstreetview
e79329ab-d7d4-4145-96ee-7c9115c0e7d1,3.0342716299049166,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.6333251643364,-74.0746975067543",,streetview_default_error:Street View metadata status REQUEST_DENIED,,,,missingstreetview
c5f91b44-3cca-4967-a1b5-7ba8fd7257b2,10.0197912395914,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.632691585084736,-73.9504852517706",,streetview_default_error:Street View metadata status REQUEST_DENIED,,,,missingstreetview
7e29ee8c-d108-4a98-93e5-57c1b691f09d,27.643666828723177,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.62118736812898,-74.08184899999999",,streetview_default_error:Street View metadata status REQUEST_DENIED,,,,missingstreetview
4d60d099-8b57-40bc-8686-73d36de751bb,17.29703049598917,200.0,,street '40 5th Ave' vs '2 West 11th Street',"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.734151910550224,-73.99542895818139",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
cc39d150-e48d-47b2-a316-614847e9c8ad,6.077846890204534,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.827646,-73.937192",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
b41ce36f-81ca-4710-aec7-da6df8222251,3.288394709259496,200.0,,"street '269 W 35th St, 7th, 10th, and 11th Floors' vs '269 West 35th Street'","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.75289595172927,-73.99251769359684",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
e68347fc-c7de-43a1-ad1c-378ab1d96f85,11.281843872666174,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.85978416,-73.92315035471958",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
efa2eeba-bffe-4e51-afc4-8674ca5b2e1d,18.5325693608602,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.82186246,-73.92043180091076",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
9883fd96-487a-4ffe-bc57-85728ff4a579,63.980328612301484,200.0,,street '29A Bay Ridge Ave' vs '6816 Owls Head Court',"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.63913330279557,-74.03506140343467",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
e4ada515-6679-4059-b41b-6c1ba9869204,15.075482674775195,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.6146329795706,-74.07239041817257",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
e79329ab-d7d4-4145-96ee-7c9115c0e7d1,3.0342716299049166,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.6333251643364,-74.0746975067543",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
c5f91b44-3cca-4967-a1b5-7ba8fd7257b2,10.0197912395914,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.632691585084736,-73.9504852517706",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
4d60d099-8b57-40bc-8686-73d36de751bb,17.29703049598917,200.0,,street '40 5th Ave' vs '2 West 11th Street',"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.734151910550224,-73.99542895818139",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
cc39d150-e48d-47b2-a316-614847e9c8ad,6.077846890204534,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.827646,-73.937192",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
b41ce36f-81ca-4710-aec7-da6df8222251,3.288394709259496,200.0,,"street '269 W 35th St, 7th, 10th, and 11th Floors' vs '269 West 35th Street'","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.75289595172927,-73.99251769359684",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
e68347fc-c7de-43a1-ad1c-378ab1d96f85,11.281843872666174,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.85978416,-73.92315035471958",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
efa2eeba-bffe-4e51-afc4-8674ca5b2e1d,18.5325693608602,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.82186246,-73.92043180091076",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
9883fd96-487a-4ffe-bc57-85728ff4a579,63.980328612301484,200.0,,street '29A Bay Ridge Ave' vs '6816 Owls Head Court',"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.63913330279557,-74.03506140343467",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
e4ada515-6679-4059-b41b-6c1ba9869204,15.075482674775195,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.6146329795706,-74.07239041817257",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
4d60d099-8b57-40bc-8686-73d36de751bb,17.29703049598917,200.0,,street '40 5th Ave' vs '2 West 11th Street',"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.734151910550224,-73.99542895818139",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
cc39d150-e48d-47b2-a316-614847e9c8ad,6.077846890204534,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.827646,-73.937192",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
b41ce36f-81ca-4710-aec7-da6df8222251,3.288394709259496,200.0,,"street '269 W 35th St, 7th, 10th, and 11th Floors' vs '269 West 35th Street'","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.75289595172927,-73.99251769359684",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
e68347fc-c7de-43a1-ad1c-378ab1d96f85,11.281843872666174,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.85978416,-73.92315035471958",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
efa2eeba-bffe-4e51-afc4-8674ca5b2e1d,18.5325693608602,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.82186246,-73.92043180091076",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
4d60d099-8b57-40bc-8686-73d36de751bb,17.29703049598917,200.0,,street '40 5th Ave' vs '2 West 11th Street',"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.734151910550224,-73.99542895818139",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
cc39d150-e48d-47b2-a316-614847e9c8ad,6.077846890204534,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.827646,-73.937192",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
b41ce36f-81ca-4710-aec7-da6df8222251,3.288394709259496,200.0,,"street '269 W 35th St, 7th, 10th, and 11th Floors' vs '269 West 35th Street'","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.75289595172927,-73.99251769359684",,streetview_default_error:Street View metadata status REQUEST_DENIED: This API project is not authorized to use this API.,,,,missingstreetview
4d60d099-8b57-40bc-8686-73d36de751bb,17.296903620483807,200.0,,street '40 5th Ave' vs '2 West 11th Street',"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.73415191,-73.99542896","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.729353,-74.013035",openai_error:HTTP Error 429: Too Many Requests,,,HTTP Error 429: Too Many Requests,missingstreetview
cc39d150-e48d-47b2-a316-614847e9c8ad,6.077846890204534,200.0,,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.827646,-73.937192","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.8226479,-73.9397141",openai_error:HTTP Error 429: Too Many Requests,,,HTTP Error 429: Too Many Requests,missingstreetview
b41ce36f-81ca-4710-aec7-da6df8222251,3.2886700676395098,200.0,,"street '269 W 35th St, 7th, 10th, and 11th Floors' vs '269 West 35th Street'","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.75289595,-73.99251769","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=40.7529119,-73.99249569999999",openai_error:HTTP Error 429: Too Many Requests,,,HTTP Error 429: Too Many Requests,missingstreetview
